Room_Utilization,Seat_Utilization,Include Y/N,Subject_Code,BLDG_ROOM,Subject_Course,CLASS_DESCR,building,building_code,Room,Term_Code,TERM,Catalog_Number,Section,class_duration_weekly,Duration_minutes,Division,Component_Code,Class_NBR,Day10_Enroll,WSCH_Max,Enrl_Cap,Capacity,Room_Description,ACES,AGNROther,AcademicServices,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AmericanStudies,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,ComputerScienceEng,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,EnvironmentalStudi,Exploratory,Finance,Geography,GlobalAffairs,History,HumanDevelopmentFa,Individualized,Interdisciplinary,Journalism,Kinesiology,LatinoLatinAmerica,Linguistics,LiteraturesCulture,Management,MarineSciences,Marketing,MaterialsScienceEn,Mathematics,MechanicalEngineer,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,No_Department,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,RoboticsEngineerin,SocialWork,Sociology,SpeechLanguageHear,Statistics,UConnHealthOther,UrbanCommunityStud,WomenGenderSexuali,Sum_Enrollment,Bldg_Description
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,006L,3:00,180,LD,LAB,4554,22,,22,24,Class Laboratory,,1,,,,,,,,,,1,,,,,,,,1,2,,,,,,1,,4,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,1,,,,,,,1,,,,1,,,,,22,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,010,3:00,180,LD,LAB,4652,2,,2,24,Class Laboratory,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,015,3:00,180,LD,LAB,16358,2,,2,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,006,3:00,180,LD,LAB,4648,2,,2,24,Class Laboratory,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,012,3:00,180,LD,LAB,5746,2,,2,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,004,3:00,180,LD,LAB,4646,2,,2,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_141,ERTH_5740,"Energy Res: Past, Present",0038,BCH,141,1238,Fall 2023,5740,001L,3:00,180,GD,LAB,13808,6,,10,13,Class Laboratory,,,,,,,,,,,,,,,,,,1,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
57.8,,,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,001L,2:45,165,LD,LAB,4094,19,,20,28,Class Laboratory,,,,,,,5,,4,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,2,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
57.8,,,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,007L,2:45,165,LD,LAB,4098,19,,20,28,Class Laboratory,,1,,,,,1,,5,,,,2,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,2,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
57.8,,,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,020L,2:45,165,LD,LAB,4172,17,,20,28,Class Laboratory,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,17,TORREY LIFE SCIENCES BUILDING
57.8,,,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,024L,2:45,165,LD,LAB,5881,19,,20,28,Class Laboratory,,8,,,,,,,,,,1,5,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,023L,2:45,165,LD,LAB,12769,20,,20,28,Class Laboratory,,4,,,,,2,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,20,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,025L,2:45,165,LD,LAB,12770,19,,20,28,Class Laboratory,,3,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,030L,2:45,165,LD,LAB,16647,8,,20,28,Class Laboratory,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,8,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,028L,2:45,165,LD,LAB,5882,20,,20,28,Class Laboratory,,,,,,,,,,,,,14,,,2,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,029L,2:45,165,LD,LAB,7024,18,,20,28,Class Laboratory,,,,,,,2,,,,,,13,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,18,TORREY LIFE SCIENCES BUILDING
57.8,,N0/GANT N,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,026L,2:45,165,LD,LAB,12771,20,,20,28,Class Laboratory,,1,,,,,,,,,,,12,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,20,TORREY LIFE SCIENCES BUILDING
57.8,,,BIOL,TLS_171,BIOL_1108,Principles of Biology II,0252,TLS,171,1238,Fall 2023,1108,022L,2:45,165,LD,LAB,12768,19,,20,28,Class Laboratory,,4,,,,,,,1,,,,8,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,19,TORREY LIFE SCIENCES BUILDING
22.2,,,EEB,TLS_181,EEB_5348,Population Genetics,0252,TLS,181,1238,Fall 2023,5348,001L,2:00,120,GD,LAB,13686,20,,24,24,Class Laboratory,,,,,,,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,20,TORREY LIFE SCIENCES BUILDING
22.2,,,EEB,TLS_181,EEB_3230,Marine Biology,0252,TLS,181,1238,Fall 2023,3230,002L,2:00,120,UD,LAB,4341,6,,6,24,Class Laboratory,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,TORREY LIFE SCIENCES BUILDING
22.2,,,MARN,TLS_181,MARN_3014,Marine Biology,0252,TLS,181,1238,Fall 2023,3014,001L,2:00,120,UD,LAB,4101,5,,6,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,TORREY LIFE SCIENCES BUILDING
22.2,,,EEB,TLS_181,EEB_3230,Marine Biology,0252,TLS,181,1238,Fall 2023,3230,001L,2:00,120,UD,LAB,3014,3,,6,24,Class Laboratory,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TORREY LIFE SCIENCES BUILDING
22.2,,,EEB,TLS_181,EEB_4276,Plant Structural Diversity,0252,TLS,181,1238,Fall 2023,4276,001L,4:00,240,UD,LAB,12782,15,,24,24,Class Laboratory,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,TORREY LIFE SCIENCES BUILDING
22.2,,,MARN,TLS_181,MARN_3014,Marine Biology,0252,TLS,181,1238,Fall 2023,3014,002L,2:00,120,UD,LAB,4103,6,,6,24,Class Laboratory,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,TORREY LIFE SCIENCES BUILDING
13.3,,,MCB,TLS_207,MCB_3220,Developmental Biology Lab,0252,TLS,207,1238,Fall 2023,3220,001,6:00,360,UD,LAB,8349,14,,14,32,Class Laboratory,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,TORREY LIFE SCIENCES BUILDING
48.9,,,ART,BISH_208,ART_3130,Fundamentals of Web Design,0342,BISH,208,1238,Fall 2023,3130,001,5:30,330,UD,LAB,10300,16,,16,25,Class Laboratory,,,,,,,,,,,8,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,16,BISHOP CENTER
48.9,,,ART,BISH_208,ART_2120,Graphic Design 1: Typography,0342,BISH,208,1238,Fall 2023,2120,001,5:30,330,LD,LAB,5326,14,,16,25,Class Laboratory,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,BISHOP CENTER
48.9,,,ART,BISH_208,ART_3210,Topics in Illustration,0342,BISH,208,1238,Fall 2023,3210,002,5:30,330,UD,LAB,4159,12,,12,25,Class Laboratory,,,,,,,,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,BISHOP CENTER
48.9,,,ART,BISH_208,ART_1040,Drawing II,0342,BISH,208,1238,Fall 2023,1040,001,5:30,330,LD,LAB,6669,13,,15,25,Class Laboratory,,,,,,,,,,,7,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,13,BISHOP CENTER
48.9,,,ART,BISH_208,ART_3210,Topics in Illustration,0342,BISH,208,1238,Fall 2023,3210,001,5:30,330,UD,LAB,2931,8,,16,25,Class Laboratory,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,BISHOP CENTER
15.6,,,ART,BISH_210,ART_3250,Stop and Go: Exp Stop-Motion,0342,BISH,210,1238,Fall 2023,3250,001,5:30,330,UD,LAB,12157,3,,7,15,Class Laboratory,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BISHOP CENTER
13.3,,,DRAM,DRMU_227,DRAM_5500,Studies in Lighting Design,0233,DRMU,227,1238,Fall 2023,5500,001,2:50,170,GD,LAB,5696,4,,5,50,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,DRAMA MUSIC BUILDING
17.8,,,DRAM,DRMU_228,DRAM_1701,Acting I,0233,DRMU,228,1238,Fall 2023,1701,001,4:00,240,LD,LAB,4042,11,,16,36,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DRAMA MUSIC BUILDING
57.8,,,DMD,ARTB_228,DMD_1101,Design Lab I,0365,ARTB,228,1238,Fall 2023,1101,004,5:00,300,LD,LAB,10653,16,,16,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,SCHOOL OF FINE ARTS - ART
57.8,,,DMD,ARTB_228,DMD_1101,Design Lab I,0365,ARTB,228,1238,Fall 2023,1101,002,5:00,300,LD,LAB,8904,16,,16,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,SCHOOL OF FINE ARTS - ART
57.8,,,DMD,ARTB_228,DMD_1101,Design Lab I,0365,ARTB,228,1238,Fall 2023,1101,001,5:00,300,LD,LAB,8903,16,,16,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,SCHOOL OF FINE ARTS - ART
26.7,,,PHRX,PBB_230,PHRX_4031,Sterile Pharm Compounding,0415,PBB,230,1238,Fall 2023,4031,004L,3:00,180,UD,LAB,5060,20,,20,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,20,PHARMACY/BIOLOGY BUILDING
26.7,,,PHRX,PBB_230,PHRX_4031,Sterile Pharm Compounding,0415,PBB,230,1238,Fall 2023,4031,002L,3:00,180,UD,LAB,12090,20,,20,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,20,PHARMACY/BIOLOGY BUILDING
26.7,,,PHRX,PBB_230,PHRX_4031,Sterile Pharm Compounding,0415,PBB,230,1238,Fall 2023,4031,003L,3:00,180,UD,LAB,5059,21,,20,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,21,PHARMACY/BIOLOGY BUILDING
26.7,,,PHRX,PBB_230,PHRX_4031,Sterile Pharm Compounding,0415,PBB,230,1238,Fall 2023,4031,001L,3:00,180,UD,LAB,5058,13,,20,30,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,13,PHARMACY/BIOLOGY BUILDING
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,012L,1:50,110,LD,LAB,7679,12,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,12,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,006L,1:50,110,LD,LAB,4533,11,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,11,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,011L,1:50,110,LD,LAB,4537,12,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,12,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,014L,1:50,110,LD,LAB,4539,12,,12,18,Class Laboratory,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,12,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,017L,1:50,110,LD,LAB,8931,12,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,12,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,013L,1:50,110,LD,LAB,4538,11,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,11,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,009L,1:50,110,LD,LAB,4536,12,,12,18,Class Laboratory,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,12,WHETTEN GRADUATE CENTER
31.1,,,PSYC,WGC_300A,PSYC_2100WQ,Prin of Rsch in Psych,0324,WGC,300A,1238,Fall 2023,2100WQ,001L,1:50,110,LD,LAB,4531,13,,12,18,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,13,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,092L,0:50,50,LD,LAB,6599,24,,24,24,Class Laboratory,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,2,,,,,1,,,,,2,,,,,,,,,,,1,,,,,1,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,057L,1:20,80,LD,LAB,3871,24,,24,24,Class Laboratory,,,,,,,2,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,,,,5,,,1,,,,1,,2,,,,,,,,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,025L,0:50,50,LD,LAB,9901,24,,24,24,Class Laboratory,,,,,,,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,1,,,,,,,1,2,,1,,,,,1,,,,,,,,,,1,,,,2,,,,,,,,,4,,,1,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,061L,0:50,50,LD,LAB,10631,24,,24,24,Class Laboratory,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,15,,,,,,,,,1,,,,,,,,,2,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,044L,0:50,50,LD,LAB,8724,24,,24,24,Class Laboratory,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,1,,,,1,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,091L,0:50,50,LD,LAB,5898,24,,24,24,Class Laboratory,,,,1,,,3,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,024L,0:50,50,LD,LAB,9705,24,,24,24,Class Laboratory,,,,1,,,1,,,,,1,2,,,,,,1,,,,,1,,,,,,,,,,,,3,1,,,,2,,,,,,,,2,,,,,,,1,,,,,3,,,,,,,,,,,,,1,,,,,3,,,,1,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,051L,0:50,50,LD,LAB,3865,23,,24,24,Class Laboratory,,,,2,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,1,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,23,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,027L,0:50,50,LD,LAB,9707,24,,24,24,Class Laboratory,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,2,,,,,,1,5,3,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,1,,,,,,,,,4,,,,1,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,093L,0:50,50,LD,LAB,8726,24,,24,24,Class Laboratory,,,,1,,,2,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,052L,0:50,50,LD,LAB,3866,24,,24,24,Class Laboratory,,,,1,,,1,,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,6,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,038L,0:50,50,LD,LAB,3862,24,,24,24,Class Laboratory,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,1,,2,,,,,1,1,,,,3,,,1,,,,,,2,,,,,,,,,4,,,1,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,055L,0:50,50,LD,LAB,3869,24,,24,24,Class Laboratory,,,,,,,2,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,2,3,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,026L,0:50,50,LD,LAB,9706,24,,24,24,Class Laboratory,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,1,4,,,,,,,1,,,,,1,,1,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,6,,,,1,1,,,,24,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,054L,0:50,50,LD,LAB,3868,25,,24,24,Class Laboratory,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,,,,,,,3,3,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,1,4,,,,1,,,,,25,WHETTEN GRADUATE CENTER
71.1,,NO/WHET,PSYC,WGC_300B,PSYC_1100,General Psychology I,0324,WGC,300B,1238,Fall 2023,1100,022L,0:50,50,LD,LAB,9703,24,,24,24,Class Laboratory,,,,,,,1,,,,,1,4,,,,,,,1,,,,,,,,,2,,,1,,,,6,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,24,WHETTEN GRADUATE CENTER
